Iteration,Accuracy,Latency_ms,Memory_MB,Score
5,25.0,83.99685668945312,23.5,24.630429763793945
5,20.0,89.56562042236328,25.96875,19.60516928990682
5,25.0,83.74528503417969,22.1875,24.632571729024253
5,27.5,85.30726623535156,24.0,27.124553057352703
5,22.5,93.89940643310547,26.40625,22.086747264862062
5,20.0,93.09703826904297,22.96875,19.592955048878988
5,20.0,84.79842376708984,20.46875,19.629615942637127
6,20.0,87.33943939208984,19.59375,19.619757544199626
6,27.5,90.27694702148438,23.40625,27.104340845743813
6,20.0,92.01996612548828,25.0625,19.595698057810466
6,17.5,85.30726623535156,24.0,17.124553057352703
6,25.0,95.53177642822266,24.8125,24.581273848215737
6,20.0,82.56482696533203,23.96875,19.636005929311118
6,27.5,83.74528503417969,22.1875,27.132571729024253
6,20.0,83.99685668945312,23.5,19.630429763793945
6,27.5,85.56210327148438,18.84375,27.127788111368815
6,17.5,87.33943939208984,19.59375,17.119757544199626
6,30.0,87.33943939208984,19.59375,29.619757544199626
6,25.0,88.09944915771484,19.375,24.61677312850952
6,22.5,91.16926574707031,19.78125,22.103643684387208
6,27.5,87.10731506347656,24.46875,27.116662228902182
6,27.5,80.81521606445312,22.3125,27.144676183064778
6,27.5,83.99685668945312,23.5,27.130429763793945
6,22.5,88.34537506103516,20.46875,22.114836978912354
6,30.0,72.88651275634766,14.28125,29.684405155181885
6,25.0,82.42893981933594,17.0625,24.6423273340861
6,20.0,88.54842376708984,20.46875,19.613990942637127
7,22.5,72.88651275634766,14.28125,22.184405155181885
7,17.5,87.33943939208984,19.59375,17.119757544199626
7,32.5,80.81521606445312,22.3125,32.14467618306478
7,30.0,83.74528503417969,22.1875,29.632571729024253
7,22.5,83.99685668945312,23.5,22.130429763793945
7,25.0,85.56210327148438,18.84375,24.627788111368815
7,25.0,87.10731506347656,24.46875,24.616662228902182
7,32.5,90.27694702148438,23.40625,32.10434084574381
7,27.5,82.42893981933594,17.0625,27.1423273340861
7,20.0,88.09944915771484,19.375,19.61677312850952
7,25.0,89.48553466796875,22.96875,24.60800298055013
7,25.0,80.1793441772461,15.53125,24.652976690928142
7,25.0,83.88131713867188,17.09375,24.636249720255535
7,25.0,84.7326431274414,23.28125,24.62754627863566
7,30.0,85.01101684570312,21.875,29.627558263142905
7,25.0,75.88213348388672,15.25,24.671116110483805
7,20.0,87.10731506347656,24.46875,19.616662228902182
7,30.0,89.01879119873047,23.84375,29.609218578338623
7,27.5,80.4976577758789,17.0625,27.150374342600504
7,25.0,82.89065551757812,24.4375,24.634257685343425
8,30.0,80.81521606445312,22.3125,29.644676183064778
8,32.5,90.27694702148438,23.40625,32.10434084574381
8,27.5,83.74528503417969,22.1875,27.132571729024253
8,37.5,85.01101684570312,21.875,37.1275582631429
8,25.0,89.01879119873047,23.84375,24.609218578338623
8,20.0,80.4976577758789,17.0625,19.650374342600504
8,22.5,82.42893981933594,17.0625,22.1423273340861
8,27.5,75.88213348388672,15.25,27.171116110483805
8,22.5,80.1793441772461,15.53125,22.152976690928142
8,25.0,83.88131713867188,17.09375,24.636249720255535
8,32.5,81.64449310302734,17.5,32.145231278737384
8,20.0,77.92868041992188,14.53125,19.663187789916993
8,22.5,90.27694702148438,23.40625,22.104340845743813
8,25.0,86.73362731933594,18.9375,24.622828636169434
8,27.5,91.3065185546875,22.1875,27.10106658935547
8,25.0,85.01101684570312,21.875,24.627558263142905
8,25.0,82.54432678222656,14.40625,24.644060096740724
8,20.0,77.3778076171875,20.71875,19.660326843261718
8,27.5,79.0330810546875,20.03125,27.154002787272134
8,27.5,81.86019897460938,14.625,27.146728337605794
9,27.5,85.01101684570312,21.875,27.127558263142905
9,25.0,81.64449310302734,17.5,24.645231278737388
9,25.0,90.27694702148438,23.40625,24.604340845743813
9,27.5,80.81521606445312,22.3125,27.144676183064778
9,17.5,75.88213348388672,15.25,17.171116110483805
9,25.0,79.0330810546875,20.03125,24.654002787272134
9,25.0,81.86019897460938,14.625,24.646728337605794
9,30.0,83.74528503417969,22.1875,29.632571729024253
9,30.0,91.3065185546875,22.1875,29.60106658935547
9,27.5,82.54432678222656,14.40625,27.144060096740724
9,27.5,84.39069366455078,21.875,27.13014294306437
9,30.0,77.74193572998047,15.75,29.662950267791746
9,25.0,83.83241271972656,13.90625,24.639109738667806
9,22.5,75.15984344482422,17.75,22.172042318979898
9,22.5,78.8833236694336,14.15625,22.15952260971069
9,22.5,90.27694702148438,23.40625,22.104340845743813
9,20.0,78.11526489257812,18.46875,19.65912910461426
9,22.5,87.12357330322266,22.0,22.11865177790324
9,22.5,83.45443725585938,22.6875,22.133366928100585
9,27.5,86.30181121826172,22.375,27.121763286590575
10,25.0,77.74193572998047,15.75,24.662950267791746
10,22.5,83.74528503417969,22.1875,22.132571729024253
10,30.0,91.3065185546875,22.1875,29.60106658935547
10,25.0,80.81521606445312,22.3125,24.644676183064778
10,20.0,82.54432678222656,14.40625,19.644060096740724
10,27.5,84.39069366455078,21.875,27.13014294306437
10,30.0,85.01101684570312,21.875,29.627558263142905
10,17.5,86.30181121826172,22.375,17.121763286590575
10,22.5,79.0330810546875,20.03125,22.154002787272134
10,27.5,81.86019897460938,14.625,27.146728337605794
10,27.5,74.48297119140625,15.75,27.176529286702475
10,25.0,83.85896301269531,19.28125,24.634519945780436
10,20.0,83.74528503417969,22.1875,19.632571729024253
10,27.5,85.06461334228516,14.625,27.13337661107381
10,25.0,72.08666229248047,15.84375,24.686435782114664
10,27.5,82.87165832519531,22.375,27.136055590311685
10,22.5,81.78266143798828,22.6875,22.14033266067505
10,27.5,87.369384765625,19.59375,27.119632771809897
10,22.5,76.99016571044922,22.3125,22.16061389287313
10,25.0,81.64582061767578,17.625,24.645121580759685
11,22.5,85.01101684570312,21.875,22.127558263142905
11,27.5,91.3065185546875,22.1875,27.10106658935547
11,22.5,74.48297119140625,15.75,22.176529286702475
11,22.5,81.86019897460938,14.625,22.146728337605794
11,32.5,82.87165832519531,22.375,32.136055590311685
11,27.5,85.06461334228516,14.625,27.13337661107381
11,27.5,84.39069366455078,21.875,27.13014294306437
11,25.0,87.369384765625,19.59375,24.619632771809897
11,27.5,72.08666229248047,15.84375,27.186435782114664
11,25.0,77.74193572998047,15.75,24.662950267791746
11,25.0,88.08902740478516,20.34375,24.616009260813396
11,20.0,92.38595581054688,23.28125,19.595657475789388
11,27.5,82.87165832519531,22.375,27.136055590311685
11,27.5,71.54412841796875,15.84375,27.18869633992513
11,27.5,94.51136779785156,21.71875,27.088103675842284
11,20.0,89.20582580566406,19.59375,19.611980934143066
11,27.5,82.56425476074219,22.09375,27.137570813496907
11,22.5,88.99810028076172,21.78125,22.111023540496827
11,27.5,90.90180969238281,22.8125,27.102232042948405
11,30.0,88.94766235351562,23.90625,29.609462865193684
12,30.0,82.87165832519531,22.375,29.636055590311685
12,22.5,88.94766235351562,23.90625,22.109462865193684
12,25.0,71.54412841796875,15.84375,24.68869633992513
12,27.5,72.08666229248047,15.84375,27.186435782114664
12,22.5,82.56425476074219,22.09375,22.137570813496907
12,25.0,82.87165832519531,22.375,24.636055590311685
12,27.5,85.06461334228516,14.625,27.13337661107381
12,25.0,84.39069366455078,21.875,24.63014294306437
12,25.0,90.90180969238281,22.8125,24.602232042948405
12,30.0,91.3065185546875,22.1875,29.60106658935547
12,25.0,81.65833282470703,21.875,24.641527779897054
12,30.0,86.30181121826172,22.375,29.621763286590575
12,25.0,74.37648010253906,21.75,24.671972999572755
12,20.0,73.41112518310547,22.5,19.675370311737062
12,20.0,83.31844329833984,14.625,19.640652319590252
12,20.0,91.32705688476562,23.96875,19.599496637980142
12,25.0,77.75944519042969,18.09375,24.66092418670654
12,22.5,77.25357055664062,22.71875,22.159177831014
12,22.5,86.49620056152344,22.1875,22.121109580993654
12,25.0,81.65833282470703,21.875,24.641527779897054
13,22.5,82.87165832519531,22.375,22.136055590311685
13,22.5,86.30181121826172,22.375,22.121763286590575
13,22.5,91.3065185546875,22.1875,22.10106658935547
13,27.5,72.08666229248047,15.84375,27.186435782114664
13,27.5,85.06461334228516,14.625,27.13337661107381
13,20.0,71.54412841796875,15.84375,19.68869633992513
13,22.5,74.37648010253906,21.75,22.171972999572755
13,25.0,77.75944519042969,18.09375,24.66092418670654
13,20.0,81.65833282470703,21.875,19.641527779897054
13,27.5,81.65833282470703,21.875,27.141527779897054
13,25.0,82.87165832519531,22.375,24.636055590311685
13,22.5,71.12981414794922,21.75,22.185500774383545
13,25.0,73.21440887451172,21.9375,24.676658713022867
13,20.0,80.81346130371094,14.1875,19.651454327901206
13,25.0,81.65833282470703,21.875,24.641527779897054
13,27.5,87.97956085205078,16.15625,27.119954954783122
13,25.0,82.71797180175781,22.3125,24.636748034159343
13,30.0,83.93672943115234,22.375,29.631617794036867
13,25.0,79.49095916748047,22.625,24.64993350346883
13,25.0,80.51026916503906,22.25,24.645998878479006
14,20.0,83.93672943115234,22.375,19.631617794036867
14,30.0,72.08666229248047,15.84375,29.686435782114664
14,20.0,81.65833282470703,21.875,19.641527779897054
14,27.5,85.06461334228516,14.625,27.13337661107381
14,22.5,87.97956085205078,16.15625,22.119954954783122
14,22.5,73.21440887451172,21.9375,22.176658713022867
14,22.5,77.75944519042969,18.09375,22.16092418670654
14,27.5,79.49095916748047,22.625,27.14993350346883
14,25.0,80.51026916503906,22.25,24.645998878479006
14,30.0,81.65833282470703,21.875,29.641527779897054
14,22.5,73.21440887451172,21.9375,22.176658713022867
14,25.0,85.19154357910156,22.0625,24.62664981842041
14,20.0,72.63115692138672,16.75,19.68341184616089
14,22.5,71.12981414794922,21.75,22.185500774383545
14,22.5,79.03075408935547,19.3125,22.154611441294353
14,22.5,81.65833282470703,21.875,22.141527779897054
14,25.0,81.65833282470703,21.875,24.641527779897054
14,27.5,87.42117309570312,21.59375,27.11775032043457
14,22.5,77.607177734375,21.4375,22.15877217610677
14,20.0,81.06096649169922,21.875,19.644016806284586
15,27.5,72.08666229248047,15.84375,27.186435782114664
15,27.5,81.65833282470703,21.875,27.141527779897054
15,25.0,79.49095916748047,22.625,24.64993350346883
15,22.5,85.06461334228516,14.625,22.13337661107381
15,22.5,87.42117309570312,21.59375,22.11775032043457
15,25.0,80.51026916503906,22.25,24.645998878479006
15,25.0,81.65833282470703,21.875,24.641527779897054
15,27.5,85.19154357910156,22.0625,27.12664981842041
15,27.5,71.12981414794922,21.75,27.185500774383545
15,25.0,73.21440887451172,21.9375,24.676658713022867
15,25.0,73.21440887451172,21.9375,24.676658713022867
15,22.5,83.95160675048828,22.34375,22.131581846872965
15,22.5,76.13257598876953,13.9375,22.171166350046793
15,20.0,73.21440887451172,21.9375,19.676658713022867
15,22.5,85.19154357910156,22.0625,22.12664981842041
15,22.5,78.81520080566406,20.90625,22.1541814549764
15,30.0,76.13238525390625,21.8125,29.66460464477539
15,25.0,81.65833282470703,21.875,24.641527779897054
15,22.5,74.37648010253906,21.75,22.171972999572755
15,22.5,80.02815246582031,22.65625,22.147669156392414
16,27.5,76.13238525390625,21.8125,27.16460464477539
16,25.0,72.08666229248047,15.84375,24.686435782114664
16,25.0,71.12981414794922,21.75,24.685500774383545
16,25.0,81.65833282470703,21.875,24.641527779897054
16,25.0,85.19154357910156,22.0625,24.62664981842041
16,25.0,73.21440887451172,21.9375,24.676658713022867
16,27.5,73.21440887451172,21.9375,27.176658713022867
16,27.5,79.49095916748047,22.625,27.14993350346883
16,27.5,80.51026916503906,22.25,27.145998878479006
16,27.5,81.65833282470703,21.875,27.141527779897054
16,22.5,76.13838958740234,22.625,22.163902543385824
16,22.5,76.75782012939453,22.59375,22.161347624460856
16,27.5,80.51026916503906,22.25,27.145998878479006
16,27.5,86.086669921875,22.28125,27.122737833658853
16,17.5,71.12981414794922,21.75,17.185500774383545
16,25.0,73.21440887451172,21.9375,24.676658713022867
16,25.0,78.70368957519531,21.8125,24.65389087677002
16,25.0,77.05726623535156,18.9375,24.663146807352703
16,22.5,76.13238525390625,21.8125,22.16460464477539
16,27.5,73.5416488647461,21.75,27.17545146306356
17,25.0,73.21440887451172,21.9375,24.676658713022867
17,27.5,73.5416488647461,21.75,27.17545146306356
17,17.5,76.13238525390625,21.8125,17.16460464477539
17,27.5,79.49095916748047,22.625,27.14993350346883
17,32.5,80.51026916503906,22.25,32.145998878479006
17,25.0,80.51026916503906,22.25,24.645998878479006
17,32.5,81.65833282470703,21.875,32.141527779897054
17,22.5,86.086669921875,22.28125,22.122737833658853
17,25.0,72.08666229248047,15.84375,24.686435782114664
17,20.0,71.12981414794922,21.75,19.685500774383545
17,30.0,74.86893463134766,22.1875,29.669556522369383
17,22.5,94.97566223144531,22.34375,22.08564828236898
17,22.5,83.21585845947266,22.40625,22.134595381418865
17,25.0,86.70358276367188,22.28125,24.6201673634847
17,25.0,84.51447296142578,22.15625,24.62939282099406
17,17.5,89.24495697021484,17.84375,17.113276220957438
17,20.0,84.0420150756836,19.53125,19.633548895517986
17,25.0,81.65833282470703,21.875,24.641527779897054
17,30.0,74.32272338867188,21.71875,29.6722230275472
17,25.0,81.65833282470703,21.875,24.641527779897054
18,22.5,80.51026916503906,22.25,22.145998878479006
18,27.5,81.65833282470703,21.875,27.141527779897054
18,27.5,74.32272338867188,21.71875,27.1722230275472
18,25.0,74.86893463134766,22.1875,24.669556522369383
18,25.0,73.5416488647461,21.75,24.67545146306356
18,27.5,79.49095916748047,22.625,27.14993350346883
18,30.0,72.08666229248047,15.84375,29.686435782114664
18,27.5,73.21440887451172,21.9375,27.176658713022867
18,22.5,80.51026916503906,22.25,22.145998878479006
18,27.5,81.65833282470703,21.875,27.141527779897054
18,22.5,74.86893463134766,22.1875,22.169556522369383
18,25.0,81.03079986572266,16.03125,24.649012292226157
18,25.0,77.10912322998047,21.65625,24.660665111541746
18,27.5,76.31331634521484,22.875,27.162965348561606
18,30.0,81.22498321533203,21.46875,29.643671944936116
18,22.5,80.51026916503906,22.25,22.145998878479006
18,30.0,80.6473159790039,22.21875,29.64545389175415
18,25.0,76.82011413574219,21.75,24.661791191101074
18,22.5,79.49095916748047,22.625,22.14993350346883
18,27.5,73.09703826904297,21.8125,27.177251923878988
19,25.0,72.08666229248047,15.84375,24.686435782114664
19,25.0,80.6473159790039,22.21875,24.64545389175415
19,22.5,81.22498321533203,21.46875,22.143671944936116
19,27.5,73.09703826904297,21.8125,27.177251923878988
19,30.0,73.21440887451172,21.9375,29.676658713022867
19,20.0,74.32272338867188,21.71875,19.6722230275472
19,30.0,76.31331634521484,22.875,29.662965348561606
19,27.5,79.49095916748047,22.625,27.14993350346883
19,25.0,81.65833282470703,21.875,24.641527779897054
19,25.0,81.65833282470703,21.875,24.641527779897054
19,27.5,82.69795989990234,22.96875,27.13628454208374
19,22.5,79.44444274902344,21.9375,22.150700238545735
19,22.5,81.93741607666016,21.875,22.140364933013917
19,22.5,75.77532958984375,22.625,22.165415293375652
19,32.5,81.09437561035156,22.90625,32.14301822662353
19,22.5,73.21440887451172,21.9375,22.176658713022867
19,22.5,83.25996398925781,21.78125,22.134932441711427
19,25.0,73.21440887451172,21.9375,24.676658713022867
19,25.0,79.69395446777344,20.21875,24.651092898050944
19,22.5,77.56340789794922,22.6875,22.157912883758545
20,25.0,81.09437561035156,22.90625,24.643018226623536
20,25.0,73.21440887451172,21.9375,24.676658713022867
20,20.0,76.31331634521484,22.875,19.662965348561606
20,20.0,73.09703826904297,21.8125,19.677251923878988
20,27.5,79.49095916748047,22.625,27.14993350346883
20,27.5,82.69795989990234,22.96875,27.13628454208374
20,22.5,72.08666229248047,15.84375,22.186435782114664
20,25.0,73.21440887451172,21.9375,24.676658713022867
20,25.0,79.69395446777344,20.21875,24.651092898050944
20,20.0,80.6473159790039,22.21875,19.64545389175415
20,22.5,76.5599365234375,23.40625,22.161495056152344
20,27.5,73.21440887451172,21.9375,27.176658713022867
20,20.0,78.03024291992188,21.96875,19.65656669616699
20,17.5,72.0455551147461,21.84375,17.181607062021893
20,22.5,84.28250885009766,23.0625,22.12960412979126
20,25.0,77.82621002197266,19.90625,24.65913558324178
20,22.5,83.56873321533203,22.21875,22.133281319936117
20,20.0,93.84420776367188,18.875,19.5932533009847
20,30.0,70.51909637451172,22.21875,29.68765480677287
20,25.0,73.21440887451172,21.9375,24.676658713022867
