epoch,loss,train_acc,test_acc
1,1.5628842836426151,48.58870967741935,0.0
2,1.0655020206205306,64.5413306451613,0.0
3,0.9363818851209456,67.74193548387096,0.0
4,0.8504322844166909,71.32056451612904,0.0
5,0.7822940176533114,73.96673387096774,0.0
6,0.7346230110814495,75.15120967741936,0.0
7,0.6501839208987451,78.0241935483871,0.0
8,0.6214635626923654,78.93145161290323,0.0
9,0.571785902304034,80.59475806451613,0.0
10,0.5474387594769078,81.3508064516129,75.77092511013215
