epoch,loss,train_acc,test_acc
1,1.4416794815371115,53.55342741935484,0.0
2,1.030851286265158,65.7258064516129,0.0
3,0.9104191324403209,69.32963709677419,0.0
4,0.8387547644876665,71.59778225806451,0.0
5,0.7756894701911557,74.19354838709677,0.0
6,0.7047578971232137,76.89012096774194,0.0
7,0.6702160686254501,76.15927419354838,0.0
8,0.6164431841142716,79.53629032258064,0.0
9,0.5885911463729797,80.59475806451613,0.0
10,0.5640447043603466,81.1491935483871,75.22026431718062
