epoch,loss,train_acc,test_acc
1,1.963066166447055,34.047379032258064,0.0
2,1.4494985457389586,54.61189516129032,0.0
3,1.2445303393948464,60.58467741935484,0.0
4,1.1526497813963121,63.20564516129032,0.0
5,1.0706218538745758,65.67540322580645,0.0
6,1.003429671449046,67.74193548387096,0.0
7,0.9738591207611945,68.01915322580645,0.0
8,0.9464234603989509,69.60685483870968,0.0
9,0.9315968944180396,69.53125,0.0
10,0.9273091593096333,69.00201612903226,67.62114537444934
