epoch,loss,train_acc,test_acc
1,1.7254817928037336,44.128024193548384,0.0
2,1.1862463854974317,61.06350806451613,0.0
3,1.0347958043698342,65.44858870967742,0.0
4,0.9369382483343924,68.72479838709677,0.0
5,0.8711436467785989,70.53931451612904,0.0
6,0.7988332711881206,73.08467741935483,0.0
7,0.7746381043426452,74.57157258064517,0.0
8,0.7240399434681861,75.07560483870968,0.0
9,0.7019379960913812,76.28528225806451,0.0
10,0.6825158826766475,77.62096774193549,74.33920704845815
