epoch,loss,train_acc,test_acc
1,1.4122694307757961,54.712701612903224,0.0
2,1.020033340300283,66.80947580645162,0.0
3,0.8984529722121454,69.4304435483871,0.0
4,0.8311497530629558,72.32862903225806,0.0
5,0.764452064229596,74.04233870967742,0.0
6,0.7007902086742462,76.28528225806451,0.0
7,0.658840692331714,78.0241935483871,0.0
8,0.616296804239673,79.7883064516129,0.0
9,0.5928804557169637,80.14112903225806,0.0
10,0.5709217796402593,80.97278225806451,77.20264317180617
